# Day in year,Hollandsche IJssel,Lek,Waal,Maas,Haringvliet
2.460000000000000000e+02,2.000000000000000000e+00,2.128410404624277419e+01,7.250575144508670746e+02,5.749000000000000199e+01,0.000000000000000000e+00
2.470000000000000000e+02,2.000000000000000000e+00,2.092210982658959395e+01,7.058718208092485611e+02,5.956000000000000227e+01,0.000000000000000000e+00
2.480000000000000000e+02,2.000000000000000000e+00,2.133164739884393057e+01,7.275773121387283027e+02,6.271999999999999886e+01,0.000000000000000000e+00
2.490000000000000000e+02,2.000000000000000000e+00,2.146170520231213885e+01,7.344703757225433947e+02,5.913000000000000256e+01,0.000000000000000000e+00
2.500000000000000000e+02,2.000000000000000000e+00,2.091199421965318095e+01,7.053356936416184908e+02,5.703999999999999915e+01,0.000000000000000000e+00
2.510000000000000000e+02,2.000000000000000000e+00,2.037615606936416057e+01,6.769362716763005210e+02,5.439999999999999858e+01,0.000000000000000000e+00
2.520000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,6.536022767857142526e+02,5.043999999999999773e+01,0.000000000000000000e+00
2.530000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,6.445862053571429442e+02,4.678000000000000114e+01,0.000000000000000000e+00
2.540000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,6.268295535714286189e+02,4.389000000000000057e+01,0.000000000000000000e+00
2.550000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,6.091062946428571649e+02,4.165999999999999659e+01,0.000000000000000000e+00
2.560000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,5.902226339285714403e+02,4.006000000000000227e+01,0.000000000000000000e+00
2.570000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,5.699949107142856519e+02,3.907999999999999829e+01,0.000000000000000000e+00
2.580000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,5.604195089285714175e+02,3.834000000000000341e+01,0.000000000000000000e+00
2.590000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,5.581070535714285370e+02,3.760999999999999943e+01,0.000000000000000000e+00
2.600000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,5.694355803571429533e+02,3.690999999999999659e+01,0.000000000000000000e+00
2.610000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,6.096071875000000091e+02,3.602000000000000313e+01,0.000000000000000000e+00
2.620000000000000000e+02,2.000000000000000000e+00,2.084638728323699652e+01,7.018585260115606843e+02,3.503999999999999915e+01,0.000000000000000000e+00
2.630000000000000000e+02,2.000000000000000000e+00,2.253135838150289061e+01,7.911619942196532520e+02,3.413000000000000256e+01,0.000000000000000000e+00
2.640000000000000000e+02,2.000000000000000000e+00,2.281184971098265635e+01,8.060280346820808290e+02,3.350000000000000000e+01,0.000000000000000000e+00
2.650000000000000000e+02,2.000000000000000000e+00,2.191358381502890396e+01,7.584199421965317924e+02,3.317000000000000171e+01,0.000000000000000000e+00
2.660000000000000000e+02,2.000000000000000000e+00,2.103020231213872648e+01,7.116007225433526173e+02,3.306000000000000227e+01,0.000000000000000000e+00
2.670000000000000000e+02,2.000000000000000000e+00,2.032673410404624192e+01,6.743169075144509179e+02,3.288000000000000256e+01,0.000000000000000000e+00
2.680000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,6.409964732142857429e+02,3.289999999999999858e+01,0.000000000000000000e+00
2.690000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,6.191408482142857110e+02,3.315999999999999659e+01,0.000000000000000000e+00
2.700000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,5.966257142857142526e+02,3.307000000000000028e+01,0.000000000000000000e+00
2.710000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,5.793365625000000136e+02,3.274000000000000199e+01,0.000000000000000000e+00
2.720000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,5.667140624999999545e+02,3.228000000000000114e+01,0.000000000000000000e+00
